cited_doi,pub_year,cited_year,n,nobel_author,nobel_year,time_after_publish
10.1103/PhysRevLett.30.1343,1973,1982,19,DavidJGross,2004,-22
10.1103/PhysRevLett.30.1343,1973,1983,10,DavidJGross,2004,-21
10.1103/PhysRevLett.30.1343,1973,1984,13,DavidJGross,2004,-20
10.1103/PhysRevLett.30.1343,1973,1985,10,DavidJGross,2004,-19
10.1103/PhysRevLett.30.1343,1973,1986,12,DavidJGross,2004,-18
10.1103/PhysRevLett.30.1343,1973,1987,3,DavidJGross,2004,-17
10.1103/PhysRevLett.30.1343,1973,1988,3,DavidJGross,2004,-16
10.1103/PhysRevLett.30.1343,1973,1989,6,DavidJGross,2004,-15
10.1103/PhysRevLett.30.1343,1973,1990,5,DavidJGross,2004,-14
10.1103/PhysRevLett.30.1343,1973,1991,5,DavidJGross,2004,-13
10.1103/PhysRevLett.30.1343,1973,1992,4,DavidJGross,2004,-12
10.1103/PhysRevLett.30.1343,1973,1993,8,DavidJGross,2004,-11
10.1103/PhysRevLett.30.1343,1973,1994,8,DavidJGross,2004,-10
10.1103/PhysRevLett.30.1343,1973,1995,10,DavidJGross,2004,-9
10.1103/PhysRevLett.30.1343,1973,1996,11,DavidJGross,2004,-8
10.1103/PhysRevLett.30.1343,1973,1997,5,DavidJGross,2004,-7
10.1103/PhysRevLett.30.1343,1973,1998,7,DavidJGross,2004,-6
10.1103/PhysRevLett.30.1343,1973,1999,1,DavidJGross,2004,-5
10.1103/PhysRevLett.30.1343,1973,2000,6,DavidJGross,2004,-4
10.1103/PhysRevLett.30.1343,1973,2001,8,DavidJGross,2004,-3
10.1103/PhysRevLett.30.1343,1973,2002,10,DavidJGross,2004,-2
10.1103/PhysRevLett.30.1343,1973,2003,5,DavidJGross,2004,-1
10.1103/PhysRevLett.30.1343,1973,2004,12,DavidJGross,2004,0
10.1103/PhysRevLett.30.1343,1973,2005,7,DavidJGross,2004,1
10.1103/PhysRevLett.30.1343,1973,2006,11,DavidJGross,2004,2
10.1103/PhysRevLett.30.1343,1973,2007,6,DavidJGross,2004,3
10.1103/PhysRevLett.30.1343,1973,2008,16,DavidJGross,2004,4
10.1103/PhysRevLett.30.1343,1973,2009,11,DavidJGross,2004,5
10.1103/PhysRevLett.30.1343,1973,2010,8,DavidJGross,2004,6
10.1103/PhysRevLett.30.1343,1973,2011,17,DavidJGross,2004,7
10.1103/PhysRevLett.30.1343,1973,2012,13,DavidJGross,2004,8
10.1103/PhysRevLett.30.1343,1973,2013,12,DavidJGross,2004,9
10.1103/PhysRevLett.30.1343,1973,2014,19,DavidJGross,2004,10
10.1103/PhysRevLett.30.1343,1973,2015,26,DavidJGross,2004,11
10.1103/PhysRevLett.30.1343,1973,2016,17,DavidJGross,2004,12
10.1103/PhysRevLett.30.1343,1973,2017,24,DavidJGross,2004,13
10.1103/PhysRevLett.30.1343,1973,2018,22,DavidJGross,2004,14
10.1103/PhysRevLett.30.1343,1973,2019,18,DavidJGross,2004,15
10.1103/PhysRevLett.30.1343,1973,NA,2,DavidJGross,2004,NA
10.1103/PhysRevLett.30.1346,1973,1973,11,HDavidPolitzer,2004,-31
10.1103/PhysRevLett.30.1346,1973,1974,48,HDavidPolitzer,2004,-30
10.1103/PhysRevLett.30.1346,1973,1975,52,HDavidPolitzer,2004,-29
10.1103/PhysRevLett.30.1346,1973,1976,40,HDavidPolitzer,2004,-28
10.1103/PhysRevLett.30.1346,1973,1977,42,HDavidPolitzer,2004,-27
10.1103/PhysRevLett.30.1346,1973,1978,39,HDavidPolitzer,2004,-26
10.1103/PhysRevLett.30.1346,1973,1979,54,HDavidPolitzer,2004,-25
10.1103/PhysRevLett.30.1346,1973,1980,40,HDavidPolitzer,2004,-24
10.1103/PhysRevLett.30.1346,1973,1981,13,HDavidPolitzer,2004,-23
10.1103/PhysRevLett.30.1346,1973,1982,17,HDavidPolitzer,2004,-22
10.1103/PhysRevLett.30.1346,1973,1983,9,HDavidPolitzer,2004,-21
10.1103/PhysRevLett.30.1346,1973,1984,16,HDavidPolitzer,2004,-20
10.1103/PhysRevLett.30.1346,1973,1985,10,HDavidPolitzer,2004,-19
10.1103/PhysRevLett.30.1346,1973,1986,12,HDavidPolitzer,2004,-18
10.1103/PhysRevLett.30.1346,1973,1987,4,HDavidPolitzer,2004,-17
10.1103/PhysRevLett.30.1346,1973,1988,5,HDavidPolitzer,2004,-16
10.1103/PhysRevLett.30.1346,1973,1989,5,HDavidPolitzer,2004,-15
10.1103/PhysRevLett.30.1346,1973,1990,5,HDavidPolitzer,2004,-14
10.1103/PhysRevLett.30.1346,1973,1991,5,HDavidPolitzer,2004,-13
10.1103/PhysRevLett.30.1346,1973,1992,3,HDavidPolitzer,2004,-12
10.1103/PhysRevLett.30.1346,1973,1993,8,HDavidPolitzer,2004,-11
10.1103/PhysRevLett.30.1346,1973,1994,7,HDavidPolitzer,2004,-10
10.1103/PhysRevLett.30.1346,1973,1995,9,HDavidPolitzer,2004,-9
10.1103/PhysRevLett.30.1346,1973,1996,12,HDavidPolitzer,2004,-8
10.1103/PhysRevLett.30.1346,1973,1997,3,HDavidPolitzer,2004,-7
10.1103/PhysRevLett.30.1346,1973,1998,8,HDavidPolitzer,2004,-6
10.1103/PhysRevLett.30.1346,1973,1999,2,HDavidPolitzer,2004,-5
10.1103/PhysRevLett.30.1346,1973,2000,4,HDavidPolitzer,2004,-4
10.1103/PhysRevLett.30.1346,1973,2001,8,HDavidPolitzer,2004,-3
10.1103/PhysRevLett.30.1346,1973,2002,11,HDavidPolitzer,2004,-2
10.1103/PhysRevLett.30.1346,1973,2003,5,HDavidPolitzer,2004,-1
10.1103/PhysRevLett.30.1346,1973,2004,13,HDavidPolitzer,2004,0
10.1103/PhysRevLett.30.1346,1973,2005,7,HDavidPolitzer,2004,1
10.1103/PhysRevLett.30.1346,1973,2006,11,HDavidPolitzer,2004,2
10.1103/PhysRevLett.30.1346,1973,2007,7,HDavidPolitzer,2004,3
10.1103/PhysRevLett.30.1346,1973,2008,16,HDavidPolitzer,2004,4
10.1103/PhysRevLett.30.1346,1973,2009,10,HDavidPolitzer,2004,5
10.1103/PhysRevLett.30.1346,1973,2010,9,HDavidPolitzer,2004,6
10.1103/PhysRevLett.30.1346,1973,2011,17,HDavidPolitzer,2004,7
10.1103/PhysRevLett.30.1346,1973,2012,13,HDavidPolitzer,2004,8
10.1103/PhysRevLett.30.1346,1973,2013,12,HDavidPolitzer,2004,9
10.1103/PhysRevLett.30.1346,1973,2014,18,HDavidPolitzer,2004,10
10.1103/PhysRevLett.30.1346,1973,2015,24,HDavidPolitzer,2004,11
10.1103/PhysRevLett.30.1346,1973,2016,15,HDavidPolitzer,2004,12
10.1103/PhysRevLett.30.1346,1973,2017,21,HDavidPolitzer,2004,13
10.1103/PhysRevLett.30.1346,1973,2018,26,HDavidPolitzer,2004,14
10.1103/PhysRevLett.30.1346,1973,2019,17,HDavidPolitzer,2004,15
10.1103/PhysRevLett.30.1346,1973,NA,2,HDavidPolitzer,2004,NA
10.1103/PhysRevLett.59.2631,1987,1988,4,StevenChu,1997,-9
10.1103/PhysRevLett.59.2631,1987,1989,4,StevenChu,1997,-8
10.1103/PhysRevLett.59.2631,1987,1990,6,StevenChu,1997,-7
10.1103/PhysRevLett.59.2631,1987,1991,7,StevenChu,1997,-6
10.1103/PhysRevLett.59.2631,1987,1992,11,StevenChu,1997,-5
10.1103/PhysRevLett.59.2631,1987,1993,14,StevenChu,1997,-4
10.1103/PhysRevLett.59.2631,1987,1994,13,StevenChu,1997,-3
10.1103/PhysRevLett.59.2631,1987,1995,14,StevenChu,1997,-2
10.1103/PhysRevLett.59.2631,1987,1996,14,StevenChu,1997,-1
10.1103/PhysRevLett.59.2631,1987,1997,16,StevenChu,1997,0
10.1103/PhysRevLett.59.2631,1987,1998,18,StevenChu,1997,1
10.1103/PhysRevLett.59.2631,1987,1999,26,StevenChu,1997,2
10.1103/PhysRevLett.59.2631,1987,2000,17,StevenChu,1997,3
10.1103/PhysRevLett.59.2631,1987,2001,14,StevenChu,1997,4
10.1103/PhysRevLett.59.2631,1987,2002,5,StevenChu,1997,5
10.1103/PhysRevLett.59.2631,1987,2003,8,StevenChu,1997,6
10.1103/PhysRevLett.59.2631,1987,2004,8,StevenChu,1997,7
10.1103/PhysRevLett.59.2631,1987,2005,17,StevenChu,1997,8
10.1103/PhysRevLett.59.2631,1987,2006,10,StevenChu,1997,9
10.1103/PhysRevLett.59.2631,1987,2007,8,StevenChu,1997,10
10.1103/PhysRevLett.59.2631,1987,2008,8,StevenChu,1997,11
10.1103/PhysRevLett.59.2631,1987,2009,6,StevenChu,1997,12
10.1103/PhysRevLett.59.2631,1987,2011,9,StevenChu,1997,14
10.1103/PhysRevLett.59.2631,1987,2012,5,StevenChu,1997,15
10.1103/PhysRevLett.59.2631,1987,2013,2,StevenChu,1997,16
10.1103/PhysRevLett.59.2631,1987,2014,4,StevenChu,1997,17
10.1103/PhysRevLett.59.2631,1987,2015,4,StevenChu,1997,18
10.1103/PhysRevLett.59.2631,1987,2016,4,StevenChu,1997,19
10.1103/PhysRevLett.59.2631,1987,2017,4,StevenChu,1997,20
10.1103/PhysRevLett.59.2631,1987,2018,5,StevenChu,1997,21
10.1103/PhysRevLett.59.2631,1987,2019,6,StevenChu,1997,22
10.1103/PhysRevLett.59.2631,1987,NA,1,StevenChu,1997,NA
10.1103/PhysRevLett.64.408,1990,1990,1,CarlWieman,2001,-11
10.1103/PhysRevLett.64.408,1990,1991,2,CarlWieman,2001,-10
10.1103/PhysRevLett.64.408,1990,1992,10,CarlWieman,2001,-9
10.1103/PhysRevLett.64.408,1990,1993,7,CarlWieman,2001,-8
10.1103/PhysRevLett.64.408,1990,1994,2,CarlWieman,2001,-7
10.1103/PhysRevLett.64.408,1990,1995,7,CarlWieman,2001,-6
10.1103/PhysRevLett.64.408,1990,1996,5,CarlWieman,2001,-5
10.1103/PhysRevLett.64.408,1990,1997,3,CarlWieman,2001,-4
10.1103/PhysRevLett.64.408,1990,1999,6,CarlWieman,2001,-2
10.1103/PhysRevLett.64.408,1990,2000,7,CarlWieman,2001,-1
10.1103/PhysRevLett.64.408,1990,2001,1,CarlWieman,2001,0
10.1103/PhysRevLett.64.408,1990,2002,2,CarlWieman,2001,1
10.1103/PhysRevLett.64.408,1990,2003,3,CarlWieman,2001,2
10.1103/PhysRevLett.64.408,1990,2004,4,CarlWieman,2001,3
10.1103/PhysRevLett.64.408,1990,2005,2,CarlWieman,2001,4
10.1103/PhysRevLett.64.408,1990,2006,6,CarlWieman,2001,5
10.1103/PhysRevLett.64.408,1990,2007,2,CarlWieman,2001,6
10.1103/PhysRevLett.64.408,1990,2008,3,CarlWieman,2001,7
10.1103/PhysRevLett.64.408,1990,2009,1,CarlWieman,2001,8
10.1103/PhysRevLett.64.408,1990,2010,3,CarlWieman,2001,9
10.1103/PhysRevLett.64.408,1990,2011,3,CarlWieman,2001,10
10.1103/PhysRevLett.64.408,1990,2012,2,CarlWieman,2001,11
10.1103/PhysRevLett.64.408,1990,2013,4,CarlWieman,2001,12
10.1103/PhysRevLett.64.408,1990,2014,3,CarlWieman,2001,13
10.1103/PhysRevLett.64.408,1990,2016,4,CarlWieman,2001,15
10.1103/PhysRevLett.64.408,1990,2017,5,CarlWieman,2001,16
10.1103/PhysRevLett.64.408,1990,2018,7,CarlWieman,2001,17
10.1103/PhysRevLett.64.408,1990,2019,2,CarlWieman,2001,18
10.1103/PhysRevLett.65.1643,1990,1990,1,AlbertFert,2007,-17
10.1103/PhysRevLett.65.1643,1990,1991,8,AlbertFert,2007,-16
10.1103/PhysRevLett.65.1643,1990,1992,18,AlbertFert,2007,-15
10.1103/PhysRevLett.65.1643,1990,1993,19,AlbertFert,2007,-14
10.1103/PhysRevLett.65.1643,1990,1994,15,AlbertFert,2007,-13
10.1103/PhysRevLett.65.1643,1990,1995,24,AlbertFert,2007,-12
10.1103/PhysRevLett.65.1643,1990,1996,14,AlbertFert,2007,-11
10.1103/PhysRevLett.65.1643,1990,1997,8,AlbertFert,2007,-10
10.1103/PhysRevLett.65.1643,1990,1998,8,AlbertFert,2007,-9
10.1103/PhysRevLett.65.1643,1990,1999,3,AlbertFert,2007,-8
10.1103/PhysRevLett.65.1643,1990,2000,3,AlbertFert,2007,-7
10.1103/PhysRevLett.65.1643,1990,2001,4,AlbertFert,2007,-6
10.1103/PhysRevLett.65.1643,1990,2002,4,AlbertFert,2007,-5
10.1103/PhysRevLett.65.1643,1990,2003,1,AlbertFert,2007,-4
10.1103/PhysRevLett.65.1643,1990,2005,3,AlbertFert,2007,-2
10.1103/PhysRevLett.65.1643,1990,2006,3,AlbertFert,2007,-1
10.1103/PhysRevLett.65.1643,1990,2008,2,AlbertFert,2007,1
10.1103/PhysRevLett.65.1643,1990,2013,1,AlbertFert,2007,6
10.1103/PhysRevLett.65.1643,1990,2016,2,AlbertFert,2007,9
10.1103/PhysRevLett.65.1643,1990,2018,1,AlbertFert,2007,11
10.1103/PhysRevLett.65.1643,1990,2019,1,AlbertFert,2007,12
10.1103/PhysRevLett.69.1856,1992,1993,17,GeorgeFSmoot,2006,-13
10.1103/PhysRevLett.69.1856,1992,1994,18,GeorgeFSmoot,2006,-12
10.1103/PhysRevLett.69.1856,1992,1995,9,GeorgeFSmoot,2006,-11
10.1103/PhysRevLett.69.1856,1992,1996,3,GeorgeFSmoot,2006,-10
10.1103/PhysRevLett.69.1856,1992,1997,8,GeorgeFSmoot,2006,-9
10.1103/PhysRevLett.69.1856,1992,1998,6,GeorgeFSmoot,2006,-8
10.1103/PhysRevLett.69.1856,1992,1999,2,GeorgeFSmoot,2006,-7
10.1103/PhysRevLett.69.1856,1992,2000,3,GeorgeFSmoot,2006,-6
10.1103/PhysRevLett.69.1856,1992,2001,2,GeorgeFSmoot,2006,-5
10.1103/PhysRevLett.69.1856,1992,2003,1,GeorgeFSmoot,2006,-3
10.1103/PhysRevLett.69.1856,1992,2004,3,GeorgeFSmoot,2006,-2
10.1103/PhysRevLett.69.1856,1992,2007,1,GeorgeFSmoot,2006,1
10.1103/PhysRevLett.69.1856,1992,2010,1,GeorgeFSmoot,2006,4
10.1103/PhysRevLett.69.1856,1992,2019,1,GeorgeFSmoot,2006,13
10.1103/PhysRevLett.69.2847,1992,1993,2,HerbertKroemer,2000,-7
10.1103/PhysRevLett.69.2847,1992,1994,6,HerbertKroemer,2000,-6
10.1103/PhysRevLett.69.2847,1992,1995,6,HerbertKroemer,2000,-5
10.1103/PhysRevLett.69.2847,1992,1996,4,HerbertKroemer,2000,-4
10.1103/PhysRevLett.69.2847,1992,1997,4,HerbertKroemer,2000,-3
10.1103/PhysRevLett.69.2847,1992,1998,7,HerbertKroemer,2000,-2
10.1103/PhysRevLett.69.2847,1992,1999,7,HerbertKroemer,2000,-1
10.1103/PhysRevLett.69.2847,1992,2000,4,HerbertKroemer,2000,0
10.1103/PhysRevLett.69.2847,1992,2001,3,HerbertKroemer,2000,1
10.1103/PhysRevLett.69.2847,1992,2002,1,HerbertKroemer,2000,2
10.1103/PhysRevLett.69.2847,1992,2003,3,HerbertKroemer,2000,3
10.1103/PhysRevLett.69.2847,1992,2004,1,HerbertKroemer,2000,4
10.1103/PhysRevLett.69.2847,1992,2005,5,HerbertKroemer,2000,5
10.1103/PhysRevLett.69.2847,1992,2006,1,HerbertKroemer,2000,6
10.1103/PhysRevLett.69.2847,1992,2008,1,HerbertKroemer,2000,8
10.1103/PhysRevLett.69.2847,1992,2009,2,HerbertKroemer,2000,9
10.1103/PhysRevLett.69.2847,1992,2011,2,HerbertKroemer,2000,11
10.1103/PhysRevLett.69.2847,1992,2012,2,HerbertKroemer,2000,12
10.1103/PhysRevLett.69.2847,1992,2016,1,HerbertKroemer,2000,16
10.1103/PhysRevLett.69.2847,1992,2017,3,HerbertKroemer,2000,17
10.1103/PhysRevLett.69.2847,1992,2018,1,HerbertKroemer,2000,18
10.1103/PhysRevLett.69.2847,1992,2019,2,HerbertKroemer,2000,19
10.1103/PhysRevLett.84.5102,2000,2000,3,JohnLHall,2005,-5
10.1103/PhysRevLett.84.5102,2000,2001,10,JohnLHall,2005,-4
10.1103/PhysRevLett.84.5102,2000,2002,4,JohnLHall,2005,-3
10.1103/PhysRevLett.84.5102,2000,2003,5,JohnLHall,2005,-2
10.1103/PhysRevLett.84.5102,2000,2004,4,JohnLHall,2005,-1
10.1103/PhysRevLett.84.5102,2000,2005,4,JohnLHall,2005,0
10.1103/PhysRevLett.84.5102,2000,2006,6,JohnLHall,2005,1
10.1103/PhysRevLett.84.5102,2000,2007,3,JohnLHall,2005,2
10.1103/PhysRevLett.84.5102,2000,2008,7,JohnLHall,2005,3
10.1103/PhysRevLett.84.5102,2000,2009,4,JohnLHall,2005,4
10.1103/PhysRevLett.84.5102,2000,2010,4,JohnLHall,2005,5
10.1103/PhysRevLett.84.5102,2000,2011,4,JohnLHall,2005,6
10.1103/PhysRevLett.84.5102,2000,2012,2,JohnLHall,2005,7
10.1103/PhysRevLett.84.5102,2000,2013,2,JohnLHall,2005,8
10.1103/PhysRevLett.84.5102,2000,2014,4,JohnLHall,2005,9
10.1103/PhysRevLett.84.5102,2000,2015,7,JohnLHall,2005,10
10.1103/PhysRevLett.84.5102,2000,2016,5,JohnLHall,2005,11
10.1103/PhysRevLett.84.5102,2000,2017,4,JohnLHall,2005,12
10.1103/PhysRevLett.84.5102,2000,2018,6,JohnLHall,2005,13
10.1103/PhysRevLett.87.106801,2001,2002,3,RobertBLaughlin,1998,4
10.1103/PhysRevLett.87.106801,2001,2003,8,RobertBLaughlin,1998,5
10.1103/PhysRevLett.87.106801,2001,2004,9,RobertBLaughlin,1998,6
10.1103/PhysRevLett.87.106801,2001,2005,11,RobertBLaughlin,1998,7
10.1103/PhysRevLett.87.106801,2001,2006,9,RobertBLaughlin,1998,8
10.1103/PhysRevLett.87.106801,2001,2007,7,RobertBLaughlin,1998,9
10.1103/PhysRevLett.87.106801,2001,2008,3,RobertBLaughlin,1998,10
10.1103/PhysRevLett.87.106801,2001,2009,5,RobertBLaughlin,1998,11
10.1103/PhysRevLett.87.106801,2001,2010,4,RobertBLaughlin,1998,12
10.1103/PhysRevLett.87.106801,2001,2011,1,RobertBLaughlin,1998,13
10.1103/PhysRevLett.87.106801,2001,2012,1,RobertBLaughlin,1998,14
10.1103/PhysRevLett.87.106801,2001,2013,1,RobertBLaughlin,1998,15
10.1103/PhysRevLett.87.106801,2001,2016,3,RobertBLaughlin,1998,18
10.1103/PhysRevLett.87.106801,2001,2018,1,RobertBLaughlin,1998,20
10.1103/PhysRevLett.87.106801,2001,2019,1,RobertBLaughlin,1998,21
10.1103/PhysRevLett.87.160405,2001,2001,1,TheodorWHänsch,2005,-4
10.1103/PhysRevLett.87.160405,2001,2002,20,TheodorWHänsch,2005,-3
10.1103/PhysRevLett.87.160405,2001,2003,31,TheodorWHänsch,2005,-2
10.1103/PhysRevLett.87.160405,2001,2004,27,TheodorWHänsch,2005,-1
10.1103/PhysRevLett.87.160405,2001,2005,38,TheodorWHänsch,2005,0
10.1103/PhysRevLett.87.160405,2001,2006,22,TheodorWHänsch,2005,1
10.1103/PhysRevLett.87.160405,2001,2007,22,TheodorWHänsch,2005,2
10.1103/PhysRevLett.87.160405,2001,2008,19,TheodorWHänsch,2005,3
10.1103/PhysRevLett.87.160405,2001,2009,15,TheodorWHänsch,2005,4
10.1103/PhysRevLett.87.160405,2001,2010,7,TheodorWHänsch,2005,5
10.1103/PhysRevLett.87.160405,2001,2011,14,TheodorWHänsch,2005,6
10.1103/PhysRevLett.87.160405,2001,2012,9,TheodorWHänsch,2005,7
10.1103/PhysRevLett.87.160405,2001,2013,14,TheodorWHänsch,2005,8
10.1103/PhysRevLett.87.160405,2001,2014,8,TheodorWHänsch,2005,9
10.1103/PhysRevLett.87.160405,2001,2015,10,TheodorWHänsch,2005,10
10.1103/PhysRevLett.87.160405,2001,2016,6,TheodorWHänsch,2005,11
10.1103/PhysRevLett.87.160405,2001,2017,5,TheodorWHänsch,2005,12
10.1103/PhysRevLett.87.160405,2001,2018,10,TheodorWHänsch,2005,13
10.1103/PhysRevLett.87.160405,2001,2019,7,TheodorWHänsch,2005,14
10.1103/PhysRevLett.87.160405,2001,NA,1,TheodorWHänsch,2005,NA
10.1103/PhysRevLett.9.439,1962,1963,2,RiccardoGiacconi,2002,-39
10.1103/PhysRevLett.9.439,1962,1965,5,RiccardoGiacconi,2002,-37
10.1103/PhysRevLett.9.439,1962,1966,1,RiccardoGiacconi,2002,-36
10.1103/PhysRevLett.9.439,1962,1993,1,RiccardoGiacconi,2002,-9
10.1103/PhysRevLett.9.439,1962,1998,1,RiccardoGiacconi,2002,-4
10.1103/PhysRevLett.9.439,1962,1999,1,RiccardoGiacconi,2002,-3
10.1103/PhysRevLett.9.439,1962,2003,1,RiccardoGiacconi,2002,1
10.1103/PhysRevLett.9.439,1962,2015,1,RiccardoGiacconi,2002,13
10.1103/PhysRevLett.9.439,1962,2017,1,RiccardoGiacconi,2002,15
10.1103/PhysRevLett.9.439,1962,2018,3,RiccardoGiacconi,2002,16
10.1103/PhysRevLett.9.439,1962,NA,1,RiccardoGiacconi,2002,NA
10.1103/RevModPhys.63.597,1991,1991,3,HenryWKendall,1990,1
10.1103/RevModPhys.63.597,1991,2004,1,HenryWKendall,1990,14
10.1103/RevModPhys.63.597,1991,2006,1,HenryWKendall,1990,16
10.1103/RevModPhys.63.597,1991,2008,1,HenryWKendall,1990,18
10.1103/RevModPhys.63.597,1991,2010,2,HenryWKendall,1990,20
10.1103/RevModPhys.63.597,1991,2013,2,HenryWKendall,1990,23
10.1103/RevModPhys.63.597,1991,2017,1,HenryWKendall,1990,27
10.1103/RevModPhys.63.597,1991,2018,1,HenryWKendall,1990,28
10.1103/RevModPhys.66.699,1994,1996,1,RussellAHulse,1993,3
10.1103/RevModPhys.66.699,1994,1999,1,RussellAHulse,1993,6
10.1103/RevModPhys.66.699,1994,2000,1,RussellAHulse,1993,7
10.1103/RevModPhys.66.699,1994,2001,1,RussellAHulse,1993,8
10.1103/RevModPhys.66.699,1994,2004,1,RussellAHulse,1993,11
10.1103/RevModPhys.66.699,1994,2005,1,RussellAHulse,1993,12
10.1103/RevModPhys.66.699,1994,2013,1,RussellAHulse,1993,20
10.1103/RevModPhys.66.699,1994,2016,2,RussellAHulse,1993,23
10.1103/RevModPhys.66.711,1994,1996,3,JosephHTaylorJr,1993,3
10.1103/RevModPhys.66.711,1994,1997,1,JosephHTaylorJr,1993,4
10.1103/RevModPhys.66.711,1994,1998,3,JosephHTaylorJr,1993,5
10.1103/RevModPhys.66.711,1994,1999,4,JosephHTaylorJr,1993,6
10.1103/RevModPhys.66.711,1994,2000,2,JosephHTaylorJr,1993,7
10.1103/RevModPhys.66.711,1994,2001,2,JosephHTaylorJr,1993,8
10.1103/RevModPhys.66.711,1994,2002,3,JosephHTaylorJr,1993,9
10.1103/RevModPhys.66.711,1994,2003,1,JosephHTaylorJr,1993,10
10.1103/RevModPhys.66.711,1994,2004,2,JosephHTaylorJr,1993,11
10.1103/RevModPhys.66.711,1994,2005,2,JosephHTaylorJr,1993,12
10.1103/RevModPhys.66.711,1994,2006,1,JosephHTaylorJr,1993,13
10.1103/RevModPhys.66.711,1994,2008,2,JosephHTaylorJr,1993,15
10.1103/RevModPhys.66.711,1994,2010,2,JosephHTaylorJr,1993,17
10.1103/RevModPhys.66.711,1994,2011,1,JosephHTaylorJr,1993,18
10.1103/RevModPhys.66.711,1994,2013,1,JosephHTaylorJr,1993,20
10.1103/RevModPhys.66.711,1994,2015,1,JosephHTaylorJr,1993,22
10.1103/RevModPhys.66.711,1994,2016,2,JosephHTaylorJr,1993,23
10.1103/RevModPhys.66.711,1994,2017,1,JosephHTaylorJr,1993,24
10.1103/RevModPhys.66.711,1994,2018,1,JosephHTaylorJr,1993,25
10.1103/RevModPhys.67.735,1995,2007,1,BertramNBrockhouse,1994,13
10.1103/RevModPhys.67.735,1995,2009,1,BertramNBrockhouse,1994,15
10.1103/RevModPhys.67.735,1995,2012,1,BertramNBrockhouse,1994,18
10.1103/RevModPhys.67.735,1995,2013,1,BertramNBrockhouse,1994,19
10.1103/RevModPhys.67.735,1995,2014,1,BertramNBrockhouse,1994,20
10.1103/RevModPhys.67.735,1995,2016,1,BertramNBrockhouse,1994,22
10.1103/RevModPhys.67.735,1995,2019,1,BertramNBrockhouse,1994,25
10.1103/RevModPhys.67.753,1995,2007,1,CliffordGShull,1994,13
10.1103/RevModPhys.67.753,1995,2015,1,CliffordGShull,1994,21
10.1103/RevModPhys.67.753,1995,2018,1,CliffordGShull,1994,24
10.1103/RevModPhys.69.645,1997,1999,1,DavidMLee,1996,3
10.1103/RevModPhys.69.645,1997,2000,1,DavidMLee,1996,4
10.1103/RevModPhys.69.645,1997,2001,1,DavidMLee,1996,5
10.1103/RevModPhys.69.645,1997,2002,1,DavidMLee,1996,6
10.1103/RevModPhys.69.645,1997,2003,1,DavidMLee,1996,7
10.1103/RevModPhys.69.645,1997,2004,2,DavidMLee,1996,8
10.1103/RevModPhys.69.645,1997,2005,1,DavidMLee,1996,9
10.1103/RevModPhys.69.645,1997,2007,1,DavidMLee,1996,11
10.1103/RevModPhys.69.645,1997,2008,3,DavidMLee,1996,12
10.1103/RevModPhys.69.645,1997,2009,1,DavidMLee,1996,13
10.1103/RevModPhys.69.645,1997,2011,3,DavidMLee,1996,15
10.1103/RevModPhys.69.645,1997,2012,2,DavidMLee,1996,16
10.1103/RevModPhys.69.645,1997,2013,2,DavidMLee,1996,17
10.1103/RevModPhys.69.645,1997,2014,1,DavidMLee,1996,18
10.1103/RevModPhys.69.645,1997,2016,1,DavidMLee,1996,20
10.1103/RevModPhys.69.645,1997,2017,1,DavidMLee,1996,21
10.1103/RevModPhys.69.645,1997,2019,1,DavidMLee,1996,23
10.1103/RevModPhys.70.721,1998,1999,11,WilliamDPhillips,1997,2
10.1103/RevModPhys.70.721,1998,2000,10,WilliamDPhillips,1997,3
10.1103/RevModPhys.70.721,1998,2001,9,WilliamDPhillips,1997,4
10.1103/RevModPhys.70.721,1998,2002,9,WilliamDPhillips,1997,5
10.1103/RevModPhys.70.721,1998,2003,5,WilliamDPhillips,1997,6
10.1103/RevModPhys.70.721,1998,2004,8,WilliamDPhillips,1997,7
10.1103/RevModPhys.70.721,1998,2005,3,WilliamDPhillips,1997,8
10.1103/RevModPhys.70.721,1998,2006,10,WilliamDPhillips,1997,9
10.1103/RevModPhys.70.721,1998,2007,11,WilliamDPhillips,1997,10
10.1103/RevModPhys.70.721,1998,2008,6,WilliamDPhillips,1997,11
10.1103/RevModPhys.70.721,1998,2009,7,WilliamDPhillips,1997,12
10.1103/RevModPhys.70.721,1998,2010,10,WilliamDPhillips,1997,13
10.1103/RevModPhys.70.721,1998,2011,9,WilliamDPhillips,1997,14
10.1103/RevModPhys.70.721,1998,2012,3,WilliamDPhillips,1997,15
10.1103/RevModPhys.70.721,1998,2013,10,WilliamDPhillips,1997,16
10.1103/RevModPhys.70.721,1998,2014,7,WilliamDPhillips,1997,17
10.1103/RevModPhys.70.721,1998,2015,8,WilliamDPhillips,1997,18
10.1103/RevModPhys.70.721,1998,2016,17,WilliamDPhillips,1997,19
10.1103/RevModPhys.70.721,1998,2017,13,WilliamDPhillips,1997,20
10.1103/RevModPhys.70.721,1998,2018,15,WilliamDPhillips,1997,21
10.1103/RevModPhys.70.721,1998,2019,16,WilliamDPhillips,1997,22
10.1103/RevModPhys.70.721,1998,NA,1,WilliamDPhillips,1997,NA
10.1103/RevModPhys.71.S298,1999,2000,2,DanielCTsui,1998,2
10.1103/RevModPhys.71.S298,1999,2001,4,DanielCTsui,1998,3
